date,1. open,2. high,3. low,4. close,5. volume
2026-04-28,871.9,878.15,863.35,874.0,2540087.0
2026-04-27,878.13,891.2029,868.04,868.27,2700286.0
2026-04-24,900.01,900.42,871.731,883.96,4463678.0
2026-04-23,929.49,930.0,911.89,917.65,2149232.0
2026-04-22,906.4,922.54,902.2301,921.48,2623775.0
2026-04-21,910.2,913.05,881.11,903.02,4062792.0
2026-04-20,926.9,929.64,912.5,919.9,1926259.0
2026-04-17,917.8,929.99,917.8,927.03,3266094.0
2026-04-16,911.665,920.0,898.15,903.99,2836574.0
2026-04-15,923.5,930.0,888.03,905.03,4233418.0
2026-04-14,925.0,939.93,915.04,922.5,2360236.0
2026-04-13,939.97,945.9,927.17,929.55,2089567.0
2026-04-10,963.69,963.94,935.54,939.47,1958925.0
2026-04-09,948.47,963.755,939.29,955.19,1672549.0
2026-04-08,941.52,961.1352,933.13,953.3,2567998.0
2026-04-07,924.5,932.655,898.4501,931.09,2726863.0
2026-04-06,932.04,936.0,919.78,927.06,1821082.0
2026-04-02,945.0,957.6875,930.02,935.58,2727128.0
2026-04-01,926.88,976.6799,925.99,954.52,6267884.0
2026-03-31,893.49,924.1439,892.14,919.77,3464240.0
2026-03-30,888.48,897.43,883.11,886.63,3070244.0
2026-03-27,896.0,900.8299,877.11,878.24,2740802.0
2026-03-26,912.38,916.3499,896.29,897.0,2163159.0
2026-03-25,912.49,922.15,909.09,916.31,2177748.0
2026-03-24,907.0,908.6699,895.61,903.02,2572679.0
2026-03-23,913.49,926.775,907.23,910.55,2817548.0
2026-03-20,910.55,925.375,899.29,906.7,4818789.0
2026-03-19,914.0,924.53,910.86,917.5,2378979.0
2026-03-18,925.0,929.0,905.11,918.05,3443808.0
2026-03-17,978.92,981.165,925.25,930.35,5637508.0
2026-03-16,991.98,998.17,975.51,989.12,2289888.0
2026-03-13,980.13,1003.22,978.0,985.08,1984353.0
2026-03-12,993.45,994.5,973.16,977.25,2340074.0
2026-03-11,1000.03,1002.93,990.3,999.84,1448032.0
2026-03-10,1006.0,1012.0,994.0,1001.35,1663668.0
2026-03-09,986.89,1008.93,980.58,1008.39,2802169.0
2026-03-06,975.0,991.22,966.0901,990.33,2627805.0
2026-03-05,990.0,993.56,965.6,983.26,3774397.0
2026-03-04,1011.63,1015.6599,993.66,1003.57,1965539.0
2026-03-03,1015.0,1020.01,995.07,1007.73,2845962.0
2026-03-02,1044.62,1056.2,1013.0,1017.97,3094287.0
2026-02-27,1019.17,1053.0,1017.36,1051.99,4325931.0
2026-02-26,1024.08,1026.915,1007.3801,1022.02,2666432.0
2026-02-25,1036.58,1053.625,1027.0,1028.83,2481897.0
2026-02-24,1042.95,1058.9,1024.08,1042.15,2803100.0
2026-02-23,1047.02,1064.4499,1034.0001,1058.56,4767602.0
2026-02-20,1023.86,1028.65,1002.46,1009.52,3249409.0
2026-02-19,1010.82,1025.225,1007.0,1023.22,2145764.0
2026-02-18,1032.36,1037.54,1011.31,1020.56,3236905.0
2026-02-17,1045.61,1067.0,1034.88,1036.05,2984593.0
2026-02-13,1039.98,1064.34,1033.69,1040.0,2698728.0
2026-02-12,1024.87,1059.84,1012.0,1038.27,3592172.0
2026-02-11,1026.5,1030.1,1012.6179,1015.21,2599875.0
2026-02-10,1050.66,1055.65,1023.875,1025.0,3539394.0
2026-02-09,1077.09,1106.94,1042.92,1044.67,3423770.0
2026-02-06,1056.0,1060.02,1033.27,1058.18,4887117.0
2026-02-05,1065.5,1075.0,1005.83,1020.84,7742385.0
2026-02-04,1075.12,1114.0,1065.0,1107.12,7119387.0
2026-02-03,1040.75,1048.8,993.58,1003.46,5408973.0
2026-02-02,1037.57,1057.41,1037.57,1044.13,2757079.0
2026-01-30,1033.3,1048.569,1020.0,1037.15,3303144.0
2026-01-29,1025.36,1039.9999,1018.0,1024.14,2293016.0
2026-01-28,1029.11,1029.69,1004.14,1023.8,3300244.0
2026-01-27,1064.11,1073.39,1034.81,1039.51,2568257.0
2026-01-26,1062.21,1067.08,1043.32,1062.75,2244862.0
2026-01-23,1083.73,1084.32,1063.0218,1064.29,2592850.0
2026-01-22,1078.52,1095.48,1071.74,1087.38,2478217.0
2026-01-21,1043.86,1081.33,1042.02,1078.52,3685876.0
2026-01-20,1028.145,1045.85,1015.96,1041.29,2480389.0
2026-01-16,1024.43,1049.94,1018.0,1038.4,3828963.0
2026-01-15,1062.56,1067.65,1012.57,1032.97,4183400.0
2026-01-14,1081.75,1084.0,1061.12,1073.29,1912603.0
2026-01-13,1083.0,1090.2229,1069.09,1077.19,2194166.0
2026-01-12,1058.0,1083.36,1058.0,1081.0,2380245.0
2026-01-09,1086.825,1104.52,1063.03,1063.56,2561927.0
2026-01-08,1113.69,1133.95,1070.15,1085.19,3156034.0
2026-01-07,1077.0,1117.66,1075.96,1108.09,4652779.0
2026-01-06,1044.11,1070.8299,1039.93,1064.04,2690707.0
2026-01-05,1069.23,1085.38,1033.3801,1041.51,4084836.0
2026-01-02,1076.4,1080.66,1052.08,1080.36,2469097.0
2025-12-31,1079.76,1083.5,1074.43,1074.68,1646696.0
2025-12-30,1078.96,1082.37,1072.07,1079.75,1251498.0
2025-12-29,1077.95,1085.5,1074.38,1078.73,1653011.0
2025-12-26,1076.98,1081.39,1068.3,1077.75,1014640.0
2025-12-24,1074.64,1085.73,1072.71,1076.98,932804.0
2025-12-23,1063.5,1088.48,1063.5,1071.64,2108561.0
2025-12-22,1076.72,1083.48,1063.0,1076.48,2625621.0
2025-12-19,1059.01,1075.38,1059.01,1071.44,5829051.0
2025-12-18,1041.8,1079.26,1039.54,1056.88,3848624.0
2025-12-17,1064.3,1064.3,1036.41,1041.79,3726575.0
2025-12-16,1063.5,1068.25,1036.23,1054.29,4024473.0
2025-12-15,1032.55,1065.0,1032.55,1062.19,4648449.0
2025-12-12,1008.76,1028.9,1003.5,1027.51,3275239.0
2025-12-11,1008.15,1031.5608,987.0,1009.38,4516960.0
2025-12-10,985.0,1003.0,977.12,993.64,2966270.0
2025-12-09,1002.84,1011.9999,979.1801,982.22,2564431.0
2025-12-08,1010.74,1014.2,988.88,997.59,3040049.0
2025-12-05,1023.84,1027.3899,1004.0,1010.31,2502066.0
2025-12-04,1032.625,1032.625,1007.1828,1014.49,3854911.0
2025-12-03,1046.39,1051.4781,1022.32,1033.56,3447003.0
